amount,bin,status,fraud,BankFrequency,AmountCategory,AmountMark
amount below 1500,477214,paid,0,196,3.0,1250.0
amount below 2000,493162,paid,0,33,4.0,1750.0
amount below 1000,512745,paid,0,21,2.0,750.0
amount below 2500,551238,paid,0,8,5.0,2250.0
amount below 500,490943,paid,0,3,1.0,250.0
amount below 1000,529091,paid,0,63,2.0,750.0
amount below 3500,415231,paid,0,1060,7.0,3250.0
amount below 500,545375,paid,0,53,1.0,250.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 1500,520416,paid,0,461,3.0,1250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,549949,paid,0,91,2.0,750.0
amount below 1000,540385,paid,0,1,2.0,750.0
amount below 500,544549,paid,0,20,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,480704,paid,0,2,1.0,250.0
amount below 1000,493158,paid,0,54,2.0,750.0
amount below 2500,455505,paid,0,7,5.0,2250.0
amount below 500,465828,paid,0,62,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 2000,465828,paid,0,62,4.0,1750.0
amount below 500,480704,paid,0,2,1.0,250.0
amount below 2000,454069,paid,0,10,4.0,1750.0
amount below 1500,371772,paid,0,6,3.0,1250.0
amount below 1500,547046,paid,0,207,3.0,1250.0
amount below 3000,545375,paid,0,53,6.0,2750.0
amount below 7000,493161,paid,0,203,14.0,6750.0
amount below 1000,524886,paid,0,1,2.0,750.0
amount below 1500,420199,paid,0,43,3.0,1250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,455255,paid,0,194,1.0,250.0
amount below 500,402766,paid,0,41,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 500,517712,paid,0,99,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 3500,450003,paid,0,3,7.0,3250.0
amount below 500,493136,paid,0,4,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 1500,530385,paid,0,1,3.0,1250.0
amount below 1000,544204,paid,0,63,2.0,750.0
amount below 2000,557907,paid,0,269,4.0,1750.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 5000,493173,paid,0,163,10.0,4750.0
amount below 500,477214,paid,0,196,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 500,547380,paid,0,34,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,455511,paid,0,64,1.0,250.0
amount below 3000,547046,paid,0,207,6.0,2750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1500,518899,paid,0,65,3.0,1250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 2000,520416,paid,0,461,4.0,1750.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 500,455540,paid,0,26,1.0,250.0
amount below 1500,477214,paid,0,196,3.0,1250.0
amount below 4500,477291,paid,0,531,9.0,4250.0
amount below 500,455511,paid,0,64,1.0,250.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 1500,477291,paid,0,531,3.0,1250.0
amount below 1500,549138,paid,0,399,3.0,1250.0
amount below 1500,421316,paid,0,212,3.0,1250.0
amount below 1000,491284,paid,0,156,2.0,750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 1500,537830,paid,0,27,3.0,1250.0
amount below 2000,477291,paid,0,531,4.0,1750.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 500,539978,paid,0,159,1.0,250.0
amount below 1500,541286,paid,0,8,3.0,1250.0
amount below 2500,416916,paid,0,73,5.0,2250.0
amount below 500,544204,paid,0,63,1.0,250.0
amount below 1500,477213,paid,0,370,3.0,1250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,533609,paid,0,53,2.0,750.0
amount below 500,528843,paid,0,282,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 500,491283,paid,0,183,1.0,250.0
amount below 3000,493173,paid,0,163,6.0,2750.0
amount below 3000,416502,paid,0,28,6.0,2750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1500,370700,paid,0,1,3.0,1250.0
amount below 3000,416502,paid,0,28,6.0,2750.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1500,429769,paid,0,2,3.0,1250.0
amount below 1500,551238,paid,0,8,3.0,1250.0
amount below 500,402029,paid,0,3,1.0,250.0
amount below 2500,493173,paid,0,163,5.0,2250.0
amount below 2500,415231,paid,0,1060,5.0,2250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 1000,493173,paid,0,163,2.0,750.0
amount below 1500,491089,paid,0,197,3.0,1250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,522174,paid,0,31,1.0,250.0
amount below 1500,493172,paid,0,135,3.0,1250.0
amount below 1500,547046,paid,0,207,3.0,1250.0
amount below 1500,557909,paid,0,139,3.0,1250.0
amount below 2500,491284,paid,0,156,5.0,2250.0
amount below 2000,372547,paid,0,2,4.0,1750.0
amount below 1500,434258,paid,0,2,3.0,1250.0
amount below 500,517712,paid,0,99,1.0,250.0
amount below 1000,450468,paid,0,1,2.0,750.0
amount below 1000,376662,paid,0,6,2.0,750.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 2000,493161,paid,0,203,4.0,1750.0
amount below 2000,477213,paid,0,370,4.0,1750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,418094,paid,0,10,1.0,250.0
amount below 500,477214,paid,0,196,1.0,250.0
amount below 1000,477214,paid,0,196,2.0,750.0
amount below 1500,477213,paid,0,370,3.0,1250.0
amount below 2500,415231,paid,0,1060,5.0,2250.0
amount below 1000,545375,paid,0,53,2.0,750.0
amount below 6500,483316,paid,0,3,13.0,6250.0
amount below 1000,376690,paid,0,25,2.0,750.0
amount below 2000,517805,paid,0,3,4.0,1750.0
amount below 1500,421316,paid,0,212,3.0,1250.0
amount below 500,376689,paid,0,93,1.0,250.0
amount below 3000,376660,paid,0,5,6.0,2750.0
amount below 2500,528843,paid,0,282,5.0,2250.0
amount below 500,376690,paid,0,25,1.0,250.0
amount below 10500,477291,paid,0,531,21.0,10250.0
amount below 500,491283,paid,0,183,1.0,250.0
amount below 1500,426807,paid,0,86,3.0,1250.0
amount below 2500,400344,paid,0,1,5.0,2250.0
amount below 1500,376706,paid,0,12,3.0,1250.0
amount below 3000,535875,paid,0,46,6.0,2750.0
amount below 2500,421316,paid,0,212,5.0,2250.0
amount below 500,529091,paid,0,63,1.0,250.0
amount below 1000,446138,paid,0,7,2.0,750.0
amount below 1000,533609,paid,0,53,2.0,750.0
amount below 2500,549138,paid,0,399,5.0,2250.0
amount below 1000,517712,paid,0,99,2.0,750.0
amount below 3000,547046,paid,0,207,6.0,2750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,547146,paid,0,94,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 500,370783,paid,0,11,1.0,250.0
amount below 500,453600,paid,0,1,1.0,250.0
amount below 1000,537830,paid,0,27,2.0,750.0
amount below 500,455511,paid,0,64,1.0,250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,518853,paid,0,46,2.0,750.0
amount below 1000,376661,paid,0,10,2.0,750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,455255,paid,0,194,2.0,750.0
amount below 500,493173,paid,0,163,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 1000,544204,paid,0,63,2.0,750.0
amount below 1000,376702,paid,0,12,2.0,750.0
amount below 1500,405930,paid,0,51,3.0,1250.0
amount below 1000,554900,paid,0,11,2.0,750.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 2500,428733,paid,0,1,5.0,2250.0
amount below 1000,376689,paid,0,93,2.0,750.0
amount below 500,413406,paid,0,45,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 1500,517712,paid,0,99,3.0,1250.0
amount below 1500,517712,paid,0,99,3.0,1250.0
amount below 1000,530056,paid,0,99,2.0,750.0
amount below 500,428278,paid,0,1,1.0,250.0
amount below 1500,528843,paid,0,282,3.0,1250.0
amount below 1000,491573,paid,0,13,2.0,750.0
amount below 500,491283,paid,0,183,1.0,250.0
amount below 500,528843,paid,0,282,1.0,250.0
amount below 1500,518853,paid,0,46,3.0,1250.0
amount below 500,493161,paid,0,203,1.0,250.0
amount below 500,491280,paid,0,16,1.0,250.0
amount below 1000,420973,paid,0,1,2.0,750.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,405306,paid,0,57,1.0,250.0
amount below 2000,520416,paid,0,461,4.0,1750.0
amount below 1500,525424,paid,0,14,3.0,1250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 4000,376661,paid,0,10,8.0,3750.0
amount below 1500,477291,paid,0,531,3.0,1250.0
amount below 1000,528074,paid,0,3,2.0,750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 500,549631,paid,0,10,1.0,250.0
amount below 1000,491280,paid,0,16,2.0,750.0
amount below 2000,518899,paid,0,65,4.0,1750.0
amount below 1000,405306,paid,0,57,2.0,750.0
amount below 1500,528843,paid,0,282,3.0,1250.0
amount below 1000,405306,paid,0,57,2.0,750.0
amount below 1000,477210,paid,0,29,2.0,750.0
amount below 500,447409,paid,0,1,1.0,250.0
amount below 500,528843,paid,0,282,1.0,250.0
amount below 3000,455255,paid,0,194,6.0,2750.0
amount below 500,454057,paid,0,54,1.0,250.0
amount below 1000,455511,paid,0,64,2.0,750.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 500,477214,paid,0,196,1.0,250.0
amount below 5500,547146,paid,0,94,11.0,5250.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 3500,488894,paid,0,3,7.0,3250.0
amount below 5500,477291,paid,0,531,11.0,5250.0
amount below 500,511765,paid,0,5,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,377664,paid,0,2,2.0,750.0
amount below 1000,546804,paid,0,2,2.0,750.0
amount below 1000,421364,paid,0,46,2.0,750.0
amount below 1000,376689,paid,0,93,2.0,750.0
amount below 500,528851,paid,0,92,1.0,250.0
amount below 500,491283,paid,0,183,1.0,250.0
amount below 1000,544204,paid,0,63,2.0,750.0
amount below 2000,549138,paid,0,399,4.0,1750.0
amount below 2500,493173,paid,0,163,5.0,2250.0
amount below 1000,528851,paid,0,92,2.0,750.0
amount below 500,491283,paid,0,183,1.0,250.0
amount below 2500,554900,paid,0,11,5.0,2250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,525424,paid,0,14,2.0,750.0
amount below 1000,416916,paid,0,73,2.0,750.0
amount below 500,402323,paid,0,1,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 500,455500,paid,0,33,1.0,250.0
amount below 2500,455255,paid,0,194,5.0,2250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,477214,paid,0,196,2.0,750.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 1000,471529,paid,0,3,2.0,750.0
amount below 2000,547092,paid,0,10,4.0,1750.0
amount below 2500,549138,paid,0,399,5.0,2250.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 1000,376703,paid,0,3,2.0,750.0
amount below 1500,417849,paid,0,41,3.0,1250.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 500,471529,paid,0,3,1.0,250.0
amount below 1500,535875,paid,0,46,3.0,1250.0
amount below 500,406068,paid,0,3,1.0,250.0
amount below 500,520694,paid,0,18,1.0,250.0
amount below 1500,528851,paid,0,92,3.0,1250.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 1000,554900,paid,0,11,2.0,750.0
amount below 3000,554629,paid,0,76,6.0,2750.0
amount below 2000,525678,paid,0,496,4.0,1750.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 1500,557907,paid,0,269,3.0,1250.0
amount below 500,539978,paid,0,159,1.0,250.0
amount below 500,528843,paid,0,282,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,425981,paid,0,77,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 500,545375,paid,0,53,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,518004,paid,0,22,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 3000,455255,paid,0,194,6.0,2750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,533609,paid,0,53,2.0,750.0
amount below 1000,481515,paid,0,8,2.0,750.0
amount below 1000,477214,paid,0,196,2.0,750.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,557909,paid,0,139,2.0,750.0
amount below 1000,547146,paid,0,94,2.0,750.0
amount below 1000,557907,paid,0,269,2.0,750.0
amount below 500,547046,paid,0,207,1.0,250.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 1500,520416,paid,0,461,3.0,1250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 4000,523224,paid,0,1,8.0,3750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,522174,paid,0,31,1.0,250.0
amount below 500,491283,paid,0,183,1.0,250.0
amount below 1000,547096,paid,0,54,2.0,750.0
amount below 1000,455255,paid,0,194,2.0,750.0
amount below 2500,491375,paid,0,42,5.0,2250.0
amount below 500,455511,paid,0,64,1.0,250.0
amount below 2000,491283,paid,0,183,4.0,1750.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 2000,533609,paid,0,53,4.0,1750.0
amount below 1500,455507,paid,0,24,3.0,1250.0
amount below 500,530056,paid,0,99,1.0,250.0
amount below 3000,525678,paid,0,496,6.0,2750.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 500,420199,paid,0,43,1.0,250.0
amount below 1000,511765,paid,0,5,2.0,750.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 1000,416916,paid,0,73,2.0,750.0
amount below 3500,555845,paid,0,1,7.0,3250.0
amount below 1500,491283,paid,0,183,3.0,1250.0
amount below 1000,491283,paid,0,183,2.0,750.0
amount below 500,406068,paid,0,3,1.0,250.0
amount below 1000,477214,paid,0,196,2.0,750.0
amount below 3000,528843,paid,0,282,6.0,2750.0
amount below 500,539978,paid,0,159,1.0,250.0
amount below 1500,557910,paid,0,418,3.0,1250.0
amount below 500,539978,paid,0,159,1.0,250.0
amount below 500,517712,paid,0,99,1.0,250.0
amount below 1000,490649,paid,0,1,2.0,750.0
amount below 500,491871,paid,0,12,1.0,250.0
amount below 2000,443044,paid,0,1,4.0,1750.0
amount below 500,376675,paid,0,5,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1000,547146,paid,0,94,2.0,750.0
amount below 1500,455255,paid,0,194,3.0,1250.0
amount below 500,453978,paid,0,2,1.0,250.0
amount below 500,528843,paid,0,282,1.0,250.0
amount below 2500,453978,paid,0,2,5.0,2250.0
amount below 1500,520416,paid,0,461,3.0,1250.0
amount below 500,547096,paid,0,54,1.0,250.0
amount below 1500,491573,paid,0,13,3.0,1250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1500,557551,paid,0,5,3.0,1250.0
amount below 500,530756,paid,0,12,1.0,250.0
amount below 3000,415231,paid,0,1060,6.0,2750.0
amount below 1000,438854,paid,0,1,2.0,750.0
amount below 500,453511,paid,0,5,1.0,250.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,491341,paid,0,19,1.0,250.0
amount below 500,544549,paid,0,20,1.0,250.0
amount below 500,402596,paid,0,1,1.0,250.0
amount below 500,491341,paid,0,19,1.0,250.0
amount below 1000,425981,paid,0,77,2.0,750.0
amount below 1000,531260,paid,0,2,2.0,750.0
amount below 1000,531260,paid,0,2,2.0,750.0
amount below 1500,547146,paid,0,94,3.0,1250.0
amount below 500,540956,paid,0,5,1.0,250.0
amount below 1500,421316,paid,0,212,3.0,1250.0
amount below 2500,415231,paid,0,1060,5.0,2250.0
amount below 500,528843,paid,0,282,1.0,250.0
amount below 2000,525678,paid,0,496,4.0,1750.0
amount below 1500,528851,paid,0,92,3.0,1250.0
amount below 500,371248,paid,0,1,1.0,250.0
amount below 1500,554001,paid,0,1,3.0,1250.0
amount below 500,552486,paid,0,1,1.0,250.0
amount below 1000,371550,paid,0,3,2.0,750.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 500,371550,paid,0,3,1.0,250.0
amount below 1000,522174,paid,0,31,2.0,750.0
amount below 1500,530056,paid,0,99,3.0,1250.0
amount below 500,545375,paid,0,53,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,491871,paid,0,12,1.0,250.0
amount below 4500,477291,paid,0,531,9.0,4250.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 500,547046,paid,0,207,1.0,250.0
amount below 500,515241,paid,0,2,1.0,250.0
amount below 1000,425981,paid,0,77,2.0,750.0
amount below 500,491346,paid,0,3,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,416916,paid,0,73,2.0,750.0
amount below 500,416916,paid,0,73,1.0,250.0
amount below 500,547146,paid,0,94,1.0,250.0
amount below 1500,554629,paid,0,76,3.0,1250.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 1000,535875,paid,0,46,2.0,750.0
amount below 500,454069,paid,0,10,1.0,250.0
amount below 1000,528851,paid,0,92,2.0,750.0
amount below 500,376699,paid,0,5,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,417849,paid,0,41,2.0,750.0
amount below 1000,545375,paid,0,53,2.0,750.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 1500,558967,paid,0,2,3.0,1250.0
amount below 1500,520416,paid,0,461,3.0,1250.0
amount below 1000,454057,paid,0,54,2.0,750.0
amount below 4000,477213,paid,0,370,8.0,3750.0
amount below 500,547096,paid,0,54,1.0,250.0
amount below 1500,557907,paid,0,269,3.0,1250.0
amount below 1000,493161,paid,0,203,2.0,750.0
amount below 500,376689,paid,0,93,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1000,446542,paid,0,7,2.0,750.0
amount below 500,535875,paid,0,46,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1500,528843,paid,0,282,3.0,1250.0
amount below 1000,370789,paid,0,4,2.0,750.0
amount below 500,547380,paid,0,34,1.0,250.0
amount below 500,547380,paid,0,34,1.0,250.0
amount below 500,558609,paid,0,3,1.0,250.0
amount below 500,416916,paid,0,73,1.0,250.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 500,547380,paid,0,34,1.0,250.0
amount below 1500,405930,paid,0,51,3.0,1250.0
amount below 2000,376699,paid,0,5,4.0,1750.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 1500,491089,paid,0,197,3.0,1250.0
amount below 1000,455511,paid,0,64,2.0,750.0
amount below 500,547380,paid,0,34,1.0,250.0
amount below 500,539978,paid,0,159,1.0,250.0
amount below 2000,421316,paid,0,212,4.0,1750.0
amount below 4500,455511,paid,0,64,9.0,4250.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 1500,491089,paid,0,197,3.0,1250.0
amount below 1000,439185,paid,0,7,2.0,750.0
amount below 2500,493173,paid,0,163,5.0,2250.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 2000,547096,paid,0,54,4.0,1750.0
amount below 500,517712,paid,0,99,1.0,250.0
amount below 1500,421316,paid,0,212,3.0,1250.0
amount below 1000,376689,paid,0,93,2.0,750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 2000,415231,paid,0,1060,4.0,1750.0
amount below 2500,463186,paid,0,30,5.0,2250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,526493,paid,0,1,2.0,750.0
amount below 1500,547046,paid,0,207,3.0,1250.0
amount below 1500,426807,paid,0,86,3.0,1250.0
amount below 1000,491375,paid,0,42,2.0,750.0
amount below 500,520694,paid,0,18,1.0,250.0
amount below 1500,554629,paid,0,76,3.0,1250.0
amount below 500,455255,paid,0,194,1.0,250.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 1500,549138,paid,0,399,3.0,1250.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 500,491366,paid,0,15,1.0,250.0
amount below 500,520694,paid,0,18,1.0,250.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 500,455255,paid,0,194,1.0,250.0
amount below 500,539978,paid,0,159,1.0,250.0
amount below 1000,493161,paid,0,203,2.0,750.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 2500,557907,paid,0,269,5.0,2250.0
amount below 500,370784,paid,0,21,1.0,250.0
amount below 1000,491375,paid,0,42,2.0,750.0
amount below 2500,557907,paid,0,269,5.0,2250.0
amount below 1000,455255,paid,0,194,2.0,750.0
amount below 500,491871,paid,0,12,1.0,250.0
amount below 2500,525678,paid,0,496,5.0,2250.0
amount below 500,549949,paid,0,91,1.0,250.0
amount below 500,491871,paid,0,12,1.0,250.0
amount below 500,405930,paid,0,51,1.0,250.0
amount below 1000,531444,paid,0,48,2.0,750.0
amount below 2500,415231,paid,0,1060,5.0,2250.0
amount below 500,539978,paid,0,159,1.0,250.0
amount below 1000,477214,paid,0,196,2.0,750.0
amount below 1500,528843,paid,0,282,3.0,1250.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 500,441545,paid,0,7,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 500,461046,paid,0,5,1.0,250.0
amount below 1000,421316,paid,0,212,2.0,750.0
amount below 500,539978,paid,0,159,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,477214,paid,0,196,1.0,250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 1500,528843,paid,0,282,3.0,1250.0
amount below 500,421316,paid,0,212,1.0,250.0
amount below 500,421316,paid,0,212,1.0,250.0
amount below 1000,541290,paid,0,12,2.0,750.0
amount below 4000,491283,paid,0,183,8.0,3750.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 1000,418094,paid,0,10,2.0,750.0
amount below 500,418094,paid,0,10,1.0,250.0
amount below 1500,525678,paid,0,496,3.0,1250.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 2000,557909,paid,0,139,4.0,1750.0
amount below 500,540845,paid,0,12,1.0,250.0
amount below 1000,421316,paid,0,212,2.0,750.0
amount below 1500,557907,paid,0,269,3.0,1250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,414709,paid,0,4,2.0,750.0
amount below 1000,539978,paid,0,159,2.0,750.0
amount below 4000,477291,paid,0,531,8.0,3750.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 500,454057,paid,0,54,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 2000,493172,paid,0,135,4.0,1750.0
amount below 500,494133,paid,0,30,1.0,250.0
amount below 1000,497355,paid,0,4,2.0,750.0
amount below 500,494133,paid,0,30,1.0,250.0
amount below 1000,497355,paid,0,4,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,370785,paid,0,16,2.0,750.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 500,530056,paid,0,99,1.0,250.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 500,416502,paid,0,28,1.0,250.0
amount below 1000,483030,paid,0,10,2.0,750.0
amount below 1000,465828,paid,0,62,2.0,750.0
amount below 2000,557910,paid,0,418,4.0,1750.0
amount below 1000,376689,paid,0,93,2.0,750.0
amount below 2000,372583,paid,0,1,4.0,1750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 1000,547146,paid,0,94,2.0,750.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 1000,455255,paid,0,194,2.0,750.0
amount below 500,493161,paid,0,203,1.0,250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,493161,paid,0,203,1.0,250.0
amount below 1000,517712,paid,0,99,2.0,750.0
amount below 500,455255,paid,0,194,1.0,250.0
amount below 500,408245,paid,0,32,1.0,250.0
amount below 500,455255,paid,0,194,1.0,250.0
amount below 500,512745,paid,0,21,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,547046,paid,0,207,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 1000,517712,paid,0,99,2.0,750.0
amount below 1000,544548,paid,0,31,2.0,750.0
amount below 1000,547096,paid,0,54,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,493161,paid,0,203,2.0,750.0
amount below 1500,548234,paid,0,227,3.0,1250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 2500,477213,paid,0,370,5.0,2250.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 1500,376671,paid,0,4,3.0,1250.0
amount below 2500,528851,paid,0,92,5.0,2250.0
amount below 500,477214,paid,0,196,1.0,250.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 500,546804,paid,0,2,1.0,250.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 1000,558306,paid,0,7,2.0,750.0
amount below 1000,535875,paid,0,46,2.0,750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 1500,520416,paid,0,461,3.0,1250.0
amount below 3000,520416,paid,0,461,6.0,2750.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 500,530056,paid,0,99,1.0,250.0
amount below 1000,402318,paid,0,12,2.0,750.0
amount below 500,420713,paid,0,5,1.0,250.0
amount below 2500,477213,paid,0,370,5.0,2250.0
amount below 1500,477291,paid,0,531,3.0,1250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
